x, y
33.057673728813555, 0.8284848484848485
17.482919491525422, 0.31068181818181817
7.838949152542372, 1.0356060606060606
3.7647584745762708, 1.1909469696969697
1.1603707627118642, 3.3398295454545455
0.8251525423728813, 7.016231060606061
4.693055084745763, 5.851174242424243
6.49807627118644, 3.572840909090909
10.933271186440678, 2.8738068181818184
8.53517161016949, 7.068011363636364
8.199953389830508, 10.43373106060606
3.635828389830508, 9.501685606060606
2.011309322033898, 12.271931818181818
5.182989406779661, 12.271931818181818
3.6616144067796608, 14.679715909090909
2.243383474576271, 14.990397727272727
4.099976694915254, 16.647367424242425
7.400586864406779, 14.757386363636364
9.669756355932202, 12.867405303030303
7.0395826271186435, 18.382007575757576
3.9452605932203384, 19.13282196969697
1.5471610169491523, 19.44350378787879
10.1596906779661, 14.498484848484848
11.500563559322032, 13.851231060606061
10.340192796610168, 16.802708333333335
10.75276906779661, 19.909526515151516
13.589230932203389, 18.64090909090909
13.769733050847456, 15.171628787878788
13.976021186440677, 8.54375
11.397419491525422, 8.491969696969697
12.428860169491523, 6.524318181818182
13.30558474576271, 4.453106060606061
15.291108050847456, 6.291306818181818
17.17348728813559, 8.983882575757576
18.101783898305083, 11.106875
15.471610169491523, 11.676458333333333
17.018771186440677, 13.126306818181819
18.2565, 14.420814393939395
19.984163135593217, 12.789734848484848
20.29359533898305, 11.132765151515152
20.3193813559322, 14.446704545454546
19.442656779661014, 16.25901515151515
18.798006355932202, 18.48556818181818
16.32254872881356, 17.967765151515152
20.242023305084743, 20.038977272727273
21.04138983050847, 18.123106060606062
21.60868220338983, 16.000113636363636
23.336345338983048, 17.21695075757576
22.588550847457626, 12.47905303030303
19.442656779661014, 8.466079545454546
19.210582627118644, 6.49842803030303
20.654599576271185, 4.660227272727273
19.752088983050847, 2.2783333333333333
22.150188559322032, 2.6925757575757574
24.651432203389827, 2.511344696969697
24.238855932203386, 4.996799242424243
21.22189194915254, 7.068011363636364
23.439489406779657, 7.534034090909091
25.012436440677963, 10.2525
24.935078389830505, 13.178087121212121
26.19859322033898, 15.326969696969696
28.02940042372881, 12.608503787878789
26.791671610169487, 7.404583333333333
29.11241313559322, 8.414299242424242
30.143853813559318, 10.614962121212121
31.020578389830504, 12.608503787878789
29.911779661016947, 14.757386363636364
34.26961652542373, 10.692632575757576
33.62496610169491, 6.394867424242424
30.45328601694915, 6.265416666666667
30.092281779661015, 2.796136363636364
35.42998728813559, 1.4239583333333334
35.79099152542373, 3.831742424242424
36.10042372881355, 7.378693181818182
35.73941949152542, 13.903011363636363
33.34131991525423, 14.239583333333334
35.0431970338983, 16.72503787878788
32.74824152542372, 17.346401515151516
34.579048728813554, 18.615018939393938
32.851385593220336, 19.805965909090908
30.58221610169491, 18.925700757575758
